"File_Name","File_Path","Relative_Path","URL","Artist","Title","Album","Genre","Year","Decade","Duration_Seconds","Duration_Minutes","Duration_Display","Estimated_BPM","File_Size_MB","BPM_Category","Energy_Level","Duration_Category","Folder_Structure","Track_ID","Is_Favorite","Play_Count","Last_Played","Rating","Tags","Notes","Server_Required","Server_URL"
"07 Our Lives Are Shaped by What We Love.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/07%20Our%20Lives%20Are%20Shaped%20by%20What%20We%20Love.mp3","Mr. Scruff\The Big Chill Classics Disc 1\07 Our Lives Are Shaped by What We Love.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/07%20Our%20Lives%20Are%20Shaped%20by%20What%20We%20Love.mp3","Mr. Scruff","07 Our Lives Are Shaped by What We Love","The Big Chill Classics Disc 1","Unknown","","Unknown","218","3.6","3:38","99","5.44","Medium (70-99)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 1","646","False","0","","0","","","True","http://localhost:8000"
"08 Don't Fret It.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/08%20Don't%20Fret%20It.mp3","Mr. Scruff\The Big Chill Classics Disc 1\08 Don't Fret It.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/08%20Don't%20Fret%20It.mp3","Mr. Scruff","08 Don't Fret It","The Big Chill Classics Disc 1","Unknown","","Unknown","204","3.4","3:24","111","3.46","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 1","647","False","0","","0","","","True","http://localhost:8000"
"09 You Fly Me.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/09%20You%20Fly%20Me.mp3","Mr. Scruff\The Big Chill Classics Disc 1\09 You Fly Me.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/09%20You%20Fly%20Me.mp3","Mr. Scruff","09 You Fly Me","The Big Chill Classics Disc 1","Unknown","","Unknown","189","3.2","3:09","101","3.73","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 1","648","False","0","","0","","","True","http://localhost:8000"
"11 Devil's Gotta Run.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/11%20Devil's%20Gotta%20Run.mp3","Mr. Scruff\The Big Chill Classics Disc 1\11 Devil's Gotta Run.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/11%20Devil's%20Gotta%20Run.mp3","Mr. Scruff","11 Devil's Gotta Run","The Big Chill Classics Disc 1","Unknown","","Unknown","377","6.3","6:17","101","7.46","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 1","650","False","0","","0","","","True","http://localhost:8000"
"12 Held Him First.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/12%20Held%20Him%20First.mp3","Mr. Scruff\The Big Chill Classics Disc 1\12 Held Him First.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/12%20Held%20Him%20First.mp3","Mr. Scruff","12 Held Him First","The Big Chill Classics Disc 1","Unknown","","Unknown","312","5.2","5:12","113","5.73","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 1","651","False","0","","0","","","True","http://localhost:8000"
"13 Strangers.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/13%20Strangers.mp3","Mr. Scruff\The Big Chill Classics Disc 1\13 Strangers.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/13%20Strangers.mp3","Mr. Scruff","13 Strangers","The Big Chill Classics Disc 1","Unknown","","Unknown","375","6.2","6:15","111","8.52","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 1","652","False","0","","0","","","True","http://localhost:8000"
"14 A Vision.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/14%20A%20Vision.mp3","Mr. Scruff\The Big Chill Classics Disc 1\14 A Vision.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%201/14%20A%20Vision.mp3","Mr. Scruff","14 A Vision","The Big Chill Classics Disc 1","Unknown","","Unknown","633","10.6","10:33","108","14.59","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 1","653","False","0","","0","","","True","http://localhost:8000"
"01 Everybody Loves the Sunshine.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/01%20Everybody%20Loves%20the%20Sunshine.mp3","Mr. Scruff\The Big Chill Classics Disc 2\01 Everybody Loves the Sunshine.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/01%20Everybody%20Loves%20the%20Sunshine.mp3","Mr. Scruff","01 Everybody Loves the Sunshine","The Big Chill Classics Disc 2","Unknown","","Unknown","199","3.3","3:19","92","2.71","Medium (70-99)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","654","False","0","","0","","","True","http://localhost:8000"
"02 Getting It On (In the Sunshine).mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/02%20Getting%20It%20On%20(In%20the%20Sunshine).mp3","Mr. Scruff\The Big Chill Classics Disc 2\02 Getting It On (In the Sunshine).mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/02%20Getting%20It%20On%20(In%20the%20Sunshine).mp3","Mr. Scruff","02 Getting It On (In the Sunshine)","The Big Chill Classics Disc 2","Unknown","","Unknown","180","3","3:00","116","4.08","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","655","False","0","","0","","","True","http://localhost:8000"
"03 Summer Brass (The Same Old Same Old).mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/03%20Summer%20Brass%20(The%20Same%20Old%20Same%20Old).mp3","Mr. Scruff\The Big Chill Classics Disc 2\03 Summer Brass (The Same Old Same Old).mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/03%20Summer%20Brass%20(The%20Same%20Old%20Same%20Old).mp3","Mr. Scruff","03 Summer Brass (The Same Old Same Old)","The Big Chill Classics Disc 2","Unknown","","Unknown","287","4.8","4:47","106","6.27","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","656","False","0","","0","","","True","http://localhost:8000"
"04 Hei! Voce.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/04%20Hei!%20Voce.mp3","Mr. Scruff\The Big Chill Classics Disc 2\04 Hei! Voce.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/04%20Hei!%20Voce.mp3","Mr. Scruff","04 Hei! Voce","The Big Chill Classics Disc 2","Unknown","","Unknown","152","2.5","2:32","99","4.11","Medium (70-99)","Medium","Short (Under 3 min)","Mr. Scruff\The Big Chill Classics Disc 2","657","False","0","","0","","","True","http://localhost:8000"
"05 Kofi.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/05%20Kofi.mp3","Mr. Scruff\The Big Chill Classics Disc 2\05 Kofi.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/05%20Kofi.mp3","Mr. Scruff","05 Kofi","The Big Chill Classics Disc 2","Unknown","","Unknown","465","7.8","7:45","106","11.59","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 2","658","False","0","","0","","","True","http://localhost:8000"
"06 Off and On.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/06%20Off%20and%20On.mp3","Mr. Scruff\The Big Chill Classics Disc 2\06 Off and On.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/06%20Off%20and%20On.mp3","Mr. Scruff","06 Off and On","The Big Chill Classics Disc 2","Unknown","","Unknown","218","3.6","3:38","113","5.02","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","659","False","0","","0","","","True","http://localhost:8000"
"07 Our Lives Are Shaped by What We Love.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/07%20Our%20Lives%20Are%20Shaped%20by%20What%20We%20Love.mp3","Mr. Scruff\The Big Chill Classics Disc 2\07 Our Lives Are Shaped by What We Love.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/07%20Our%20Lives%20Are%20Shaped%20by%20What%20We%20Love.mp3","Mr. Scruff","07 Our Lives Are Shaped by What We Love","The Big Chill Classics Disc 2","Unknown","","Unknown","218","3.6","3:38","109","5.44","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","660","False","0","","0","","","True","http://localhost:8000"
"08 Don't Fret It.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/08%20Don't%20Fret%20It.mp3","Mr. Scruff\The Big Chill Classics Disc 2\08 Don't Fret It.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/08%20Don't%20Fret%20It.mp3","Mr. Scruff","08 Don't Fret It","The Big Chill Classics Disc 2","Unknown","","Unknown","204","3.4","3:24","117","3.46","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","661","False","0","","0","","","True","http://localhost:8000"
"09 You Fly Me.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/09%20You%20Fly%20Me.mp3","Mr. Scruff\The Big Chill Classics Disc 2\09 You Fly Me.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/09%20You%20Fly%20Me.mp3","Mr. Scruff","09 You Fly Me","The Big Chill Classics Disc 2","Unknown","","Unknown","189","3.2","3:09","117","3.73","Upbeat (100-129)","Medium","Medium (3-5 min)","Mr. Scruff\The Big Chill Classics Disc 2","662","False","0","","0","","","True","http://localhost:8000"
"11 Devil's Gotta Run.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/11%20Devil's%20Gotta%20Run.mp3","Mr. Scruff\The Big Chill Classics Disc 2\11 Devil's Gotta Run.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/11%20Devil's%20Gotta%20Run.mp3","Mr. Scruff","11 Devil's Gotta Run","The Big Chill Classics Disc 2","Unknown","","Unknown","377","6.3","6:17","115","7.46","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 2","664","False","0","","0","","","True","http://localhost:8000"
"12 Held Him First.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/12%20Held%20Him%20First.mp3","Mr. Scruff\The Big Chill Classics Disc 2\12 Held Him First.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/12%20Held%20Him%20First.mp3","Mr. Scruff","12 Held Him First","The Big Chill Classics Disc 2","Unknown","","Unknown","312","5.2","5:12","111","5.73","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 2","665","False","0","","0","","","True","http://localhost:8000"
"13 Strangers.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/13%20Strangers.mp3","Mr. Scruff\The Big Chill Classics Disc 2\13 Strangers.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/13%20Strangers.mp3","Mr. Scruff","13 Strangers","The Big Chill Classics Disc 2","Unknown","","Unknown","375","6.2","6:15","94","8.52","Medium (70-99)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 2","666","False","0","","0","","","True","http://localhost:8000"
"14 A Vision.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/14%20A%20Vision.mp3","Mr. Scruff\The Big Chill Classics Disc 2\14 A Vision.mp3","http://localhost:8000/Mr.%20Scruff/The%20Big%20Chill%20Classics%20Disc%202/14%20A%20Vision.mp3","Mr. Scruff","14 A Vision","The Big Chill Classics Disc 2","Unknown","","Unknown","633","10.6","10:33","119","14.59","Upbeat (100-129)","Medium","Long (Over 5 min)","Mr. Scruff\The Big Chill Classics Disc 2","667","False","0","","0","","","True","http://localhost:8000"
"01 Eins, Zwei, Polizei.mp3","http://localhost:8000/New%20Folder/01%20Eins,%20Zwei,%20Polizei.mp3","New Folder\01 Eins, Zwei, Polizei.mp3","http://localhost:8000/New%20Folder/01%20Eins,%20Zwei,%20Polizei.mp3","New Folder","01 Eins, Zwei, Polizei","Unknown Album","Unknown","","Unknown","313","5.2","5:13","98","5.97","Medium (70-99)","Medium","Long (Over 5 min)","New Folder","668","False","0","","0","","","True","http://localhost:8000"
"01 I Can't Stand It.mp3","http://localhost:8000/New%20Folder/01%20I%20Can't%20Stand%20It.mp3","New Folder\01 I Can't Stand It.mp3","http://localhost:8000/New%20Folder/01%20I%20Can't%20Stand%20It.mp3","New Folder","01 I Can't Stand It","Unknown Album","Unknown","","Unknown","249","4.2","4:09","118","5.72","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","669","False","0","","0","","","True","http://localhost:8000"
"01 Move Any Mountain.mp3","http://localhost:8000/New%20Folder/01%20Move%20Any%20Mountain.mp3","New Folder\01 Move Any Mountain.mp3","http://localhost:8000/New%20Folder/01%20Move%20Any%20Mountain.mp3","New Folder","01 Move Any Mountain","Unknown Album","Unknown","","Unknown","209","3.5","3:29","115","3.19","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","670","False","0","","0","","","True","http://localhost:8000"
"01 U Can't Touch This.mp3","http://localhost:8000/New%20Folder/01%20U%20Can't%20Touch%20This.mp3","New Folder\01 U Can't Touch This.mp3","http://localhost:8000/New%20Folder/01%20U%20Can't%20Touch%20This.mp3","New Folder","01 U Can't Touch This","Unknown Album","Unknown","","Unknown","257","4.3","4:17","118","3.93","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","671","False","0","","0","","","True","http://localhost:8000"
"03 Set You Free (Amsterdam Mix).mp3","http://localhost:8000/New%20Folder/03%20Set%20You%20Free%20(Amsterdam%20Mix).mp3","New Folder\03 Set You Free (Amsterdam Mix).mp3","http://localhost:8000/New%20Folder/03%20Set%20You%20Free%20(Amsterdam%20Mix).mp3","New Folder","03 Set You Free (Amsterdam Mix)","Unknown Album","Unknown","","Unknown","317","5.3","5:17","93","4.86","Medium (70-99)","Medium","Long (Over 5 min)","New Folder","672","False","0","","0","","","True","http://localhost:8000"
"04 April Sun in Cuba.mp3","http://localhost:8000/New%20Folder/04%20April%20Sun%20in%20Cuba.mp3","New Folder\04 April Sun in Cuba.mp3","http://localhost:8000/New%20Folder/04%20April%20Sun%20in%20Cuba.mp3","New Folder","04 April Sun in Cuba","Unknown Album","Unknown","","Unknown","208","3.5","3:28","94","3.19","Medium (70-99)","Medium","Medium (3-5 min)","New Folder","673","False","0","","0","","","True","http://localhost:8000"
"04 Blister in the Sun.mp3","http://localhost:8000/New%20Folder/04%20Blister%20in%20the%20Sun.mp3","New Folder\04 Blister in the Sun.mp3","http://localhost:8000/New%20Folder/04%20Blister%20in%20the%20Sun.mp3","New Folder","04 Blister in the Sun","Unknown Album","Unknown","","Unknown","152","2.5","2:32","94","3.48","Medium (70-99)","Medium","Short (Under 3 min)","New Folder","674","False","0","","0","","","True","http://localhost:8000"
"05 Lightning Crashes.mp3","http://localhost:8000/New%20Folder/05%20Lightning%20Crashes.mp3","New Folder\05 Lightning Crashes.mp3","http://localhost:8000/New%20Folder/05%20Lightning%20Crashes.mp3","New Folder","05 Lightning Crashes","Unknown Album","Unknown","","Unknown","325","5.4","5:25","117","7.46","Upbeat (100-129)","Medium","Long (Over 5 min)","New Folder","675","False","0","","0","","","True","http://localhost:8000"
"06 Hotel California.mp3","http://localhost:8000/New%20Folder/06%20Hotel%20California.mp3","New Folder\06 Hotel California.mp3","http://localhost:8000/New%20Folder/06%20Hotel%20California.mp3","New Folder","06 Hotel California","Unknown Album","Unknown","","Unknown","431","7.2","7:11","91","6.59","Medium (70-99)","Medium","Long (Over 5 min)","New Folder","676","False","0","","0","","","True","http://localhost:8000"
"15 Doin' the Do.mp3","http://localhost:8000/New%20Folder/15%20Doin'%20the%20Do.mp3","New Folder\15 Doin' the Do.mp3","http://localhost:8000/New%20Folder/15%20Doin'%20the%20Do.mp3","New Folder","15 Doin' the Do","Unknown Album","Unknown","","Unknown","200","3.3","3:20","113","3.06","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","677","False","0","","0","","","True","http://localhost:8000"
"17 Tie Me Kangaroo Down, Sport.mp3","http://localhost:8000/New%20Folder/17%20Tie%20Me%20Kangaroo%20Down,%20Sport.mp3","New Folder\17 Tie Me Kangaroo Down, Sport.mp3","http://localhost:8000/New%20Folder/17%20Tie%20Me%20Kangaroo%20Down,%20Sport.mp3","New Folder","17 Tie Me Kangaroo Down, Sport","Unknown Album","Unknown","","Unknown","183","3","3:03","104","2.8","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","678","False","0","","0","","","True","http://localhost:8000"
"18 Better Be Home Soon.mp3","http://localhost:8000/New%20Folder/18%20Better%20Be%20Home%20Soon.mp3","New Folder\18 Better Be Home Soon.mp3","http://localhost:8000/New%20Folder/18%20Better%20Be%20Home%20Soon.mp3","New Folder","18 Better Be Home Soon","Unknown Album","Unknown","","Unknown","190","3.2","3:10","98","2.91","Medium (70-99)","Medium","Medium (3-5 min)","New Folder","679","False","0","","0","","","True","http://localhost:8000"
"4 Non Blondes - Whats Going On (dj miko remix).mp3","http://localhost:8000/New%20Folder/4%20Non%20Blondes%20-%20Whats%20Going%20On%20(dj%20miko%20remix).mp3","New Folder\4 Non Blondes - Whats Going On (dj miko remix).mp3","http://localhost:8000/New%20Folder/4%20Non%20Blondes%20-%20Whats%20Going%20On%20(dj%20miko%20remix).mp3","4 Non Blondes","Whats Going On (dj miko remix)","Unknown Album","Unknown","","Unknown","317","5.3","5:17","103","4.84","Upbeat (100-129)","Medium","Long (Over 5 min)","New Folder","680","False","0","","0","","","True","http://localhost:8000"
"Crowed House - Weather with your.mp3","http://localhost:8000/New%20Folder/Crowed%20House%20-%20Weather%20with%20your.mp3","New Folder\Crowed House - Weather with your.mp3","http://localhost:8000/New%20Folder/Crowed%20House%20-%20Weather%20with%20your.mp3","Crowed House","Weather with your","Unknown Album","Electronic","","Unknown","224","3.7","3:44","123","3.42","Upbeat (100-129)","High","Medium (3-5 min)","New Folder","681","False","0","","0","","","True","http://localhost:8000"
"dyewitness - Masterplan (live).mp3","http://localhost:8000/New%20Folder/dyewitness%20-%20Masterplan%20(live).mp3","New Folder\dyewitness - Masterplan (live).mp3","http://localhost:8000/New%20Folder/dyewitness%20-%20Masterplan%20(live).mp3","dyewitness","Masterplan (live)","Unknown Album","Unknown","","Unknown","487","8.1","8:07","119","7.44","Upbeat (100-129)","Medium","Long (Over 5 min)","New Folder","682","False","0","","0","","","True","http://localhost:8000"
"Kylie Minogue Vs. New Order - Can't Get You Out Of My Head On A Blue Monday (Live).mp3","http://localhost:8000/New%20Folder/Kylie%20Minogue%20Vs.%20New%20Order%20-%20Can't%20Get%20You%20Out%20Of%20My%20Head%20On%20A%20Blue%20Monday%20(Live).mp3","New Folder\Kylie Minogue Vs. New Order - Can't Get You Out Of My Head On A Blue Monday (Live).mp3","http://localhost:8000/New%20Folder/Kylie%20Minogue%20Vs.%20New%20Order%20-%20Can't%20Get%20You%20Out%20Of%20My%20Head%20On%20A%20Blue%20Monday%20(Live).mp3","Kylie Minogue Vs. New Order","Can't Get You Out Of My Head On A Blue Monday (Live)","Unknown Album","Unknown","","Unknown","254","4.2","4:14","97","7.76","Medium (70-99)","Medium","Medium (3-5 min)","New Folder","683","False","0","","0","","","True","http://localhost:8000"
"Live- Lightning Crashes (Acoustic).mp3","http://localhost:8000/New%20Folder/Live-%20Lightning%20Crashes%20(Acoustic).mp3","New Folder\Live- Lightning Crashes (Acoustic).mp3","http://localhost:8000/New%20Folder/Live-%20Lightning%20Crashes%20(Acoustic).mp3","Live","Lightning Crashes (Acoustic)","Unknown Album","Country","","Unknown","320","5.3","5:20","114","4.89","Upbeat (100-129)","Medium","Long (Over 5 min)","New Folder","684","False","0","","0","","","True","http://localhost:8000"
"Lulu - To Sir With Love (Original Version)(1).mp3","http://localhost:8000/New%20Folder/Lulu%20-%20To%20Sir%20With%20Love%20(Original%20Version)(1).mp3","New Folder\Lulu - To Sir With Love (Original Version)(1).mp3","http://localhost:8000/New%20Folder/Lulu%20-%20To%20Sir%20With%20Love%20(Original%20Version)(1).mp3","Lulu","To Sir With Love (Original Version)(1)","Unknown Album","Unknown","","Unknown","166","2.8","2:46","96","6.37","Medium (70-99)","Medium","Short (Under 3 min)","New Folder","685","False","0","","0","","","True","http://localhost:8000"
"N-Trance-Set You Free.mp3","http://localhost:8000/New%20Folder/N-Trance-Set%20You%20Free.mp3","New Folder\N-Trance-Set You Free.mp3","http://localhost:8000/New%20Folder/N-Trance-Set%20You%20Free.mp3","N","Trance-Set You Free","Unknown Album","Electronic","","Unknown","251","4.2","4:11","128","3.84","Upbeat (100-129)","High","Medium (3-5 min)","New Folder","686","False","0","","0","","","True","http://localhost:8000"
"Patea Maori - Poi E.mp3","http://localhost:8000/New%20Folder/Patea%20Maori%20-%20Poi%20E.mp3","New Folder\Patea Maori - Poi E.mp3","http://localhost:8000/New%20Folder/Patea%20Maori%20-%20Poi%20E.mp3","Patea Maori","Poi E","Unknown Album","Unknown","","Unknown","231","3.8","3:51","98","3.53","Medium (70-99)","Medium","Medium (3-5 min)","New Folder","687","False","0","","0","","","True","http://localhost:8000"
"Pearl Jam & Live - Lightning Crashes (live) (1).mp3","http://localhost:8000/New%20Folder/Pearl%20Jam%20&%20Live%20-%20Lightning%20Crashes%20(live)%20(1).mp3","New Folder\Pearl Jam & Live - Lightning Crashes (live) (1).mp3","http://localhost:8000/New%20Folder/Pearl%20Jam%20&%20Live%20-%20Lightning%20Crashes%20(live)%20(1).mp3","Pearl Jam & Live","Lightning Crashes (live) (1)","Unknown Album","Unknown","","Unknown","366","6.1","6:06","111","5.6","Upbeat (100-129)","Medium","Long (Over 5 min)","New Folder","688","False","0","","0","","","True","http://localhost:8000"
"Rui Da Silva - Touch Me.mp3","http://localhost:8000/New%20Folder/Rui%20Da%20Silva%20-%20Touch%20Me.mp3","New Folder\Rui Da Silva - Touch Me.mp3","http://localhost:8000/New%20Folder/Rui%20Da%20Silva%20-%20Touch%20Me.mp3","Rui Da Silva","Touch Me","Unknown Album","Unknown","","Unknown","263","4.4","4:23","108","4.03","Upbeat (100-129)","Medium","Medium (3-5 min)","New Folder","689","False","0","","0","","","True","http://localhost:8000"
"01 Eins, Zwei, Polizei.mp3","http://localhost:8000/OhYeah/01%20Eins,%20Zwei,%20Polizei.mp3","OhYeah\01 Eins, Zwei, Polizei.mp3","http://localhost:8000/OhYeah/01%20Eins,%20Zwei,%20Polizei.mp3","OhYeah","01 Eins, Zwei, Polizei","Unknown Album","Unknown","","Unknown","313","5.2","5:13","91","5.97","Medium (70-99)","Medium","Long (Over 5 min)","OhYeah","690","False","0","","0","","","True","http://localhost:8000"
"01 I Can't Stand It.mp3","http://localhost:8000/OhYeah/01%20I%20Can't%20Stand%20It.mp3","OhYeah\01 I Can't Stand It.mp3","http://localhost:8000/OhYeah/01%20I%20Can't%20Stand%20It.mp3","OhYeah","01 I Can't Stand It","Unknown Album","Unknown","","Unknown","249","4.2","4:09","94","5.72","Medium (70-99)","Medium","Medium (3-5 min)","OhYeah","691","False","0","","0","","","True","http://localhost:8000"
"01 I Got You Babe.mp3","http://localhost:8000/OhYeah/01%20I%20Got%20You%20Babe.mp3","OhYeah\01 I Got You Babe.mp3","http://localhost:8000/OhYeah/01%20I%20Got%20You%20Babe.mp3","OhYeah","01 I Got You Babe","Unknown Album","Unknown","","Unknown","189","3.2","3:09","101","2.9","Upbeat (100-129)","Medium","Medium (3-5 min)","OhYeah","692","False","0","","0","","","True","http://localhost:8000"
"01 Move Any Mountain.mp3","http://localhost:8000/OhYeah/01%20Move%20Any%20Mountain.mp3","OhYeah\01 Move Any Mountain.mp3","http://localhost:8000/OhYeah/01%20Move%20Any%20Mountain.mp3","OhYeah","01 Move Any Mountain","Unknown Album","Unknown","","Unknown","209","3.5","3:29","90","3.19","Medium (70-99)","Medium","Medium (3-5 min)","OhYeah","693","False","0","","0","","","True","http://localhost:8000"
"01 U Can't Touch This.mp3","http://localhost:8000/OhYeah/01%20U%20Can't%20Touch%20This.mp3","OhYeah\01 U Can't Touch This.mp3","http://localhost:8000/OhYeah/01%20U%20Can't%20Touch%20This.mp3","OhYeah","01 U Can't Touch This","Unknown Album","Unknown","","Unknown","257","4.3","4:17","106","3.93","Upbeat (100-129)","Medium","Medium (3-5 min)","OhYeah","694","False","0","","0","","","True","http://localhost:8000"
"03 Set You Free (Amsterdam Mix).mp3","http://localhost:8000/OhYeah/03%20Set%20You%20Free%20(Amsterdam%20Mix).mp3","OhYeah\03 Set You Free (Amsterdam Mix).mp3","http://localhost:8000/OhYeah/03%20Set%20You%20Free%20(Amsterdam%20Mix).mp3","OhYeah","03 Set You Free (Amsterdam Mix)","Unknown Album","Unknown","","Unknown","317","5.3","5:17","102","4.86","Upbeat (100-129)","Medium","Long (Over 5 min)","OhYeah","695","False","0","","0","","","True","http://localhost:8000"
"04 April Sun in Cuba.mp3","http://localhost:8000/OhYeah/04%20April%20Sun%20in%20Cuba.mp3","OhYeah\04 April Sun in Cuba.mp3","http://localhost:8000/OhYeah/04%20April%20Sun%20in%20Cuba.mp3","OhYeah","04 April Sun in Cuba","Unknown Album","Unknown","","Unknown","208","3.5","3:28","119","3.19","Upbeat (100-129)","Medium","Medium (3-5 min)","OhYeah","696","False","0","","0","","","True","http://localhost:8000"
"04 Blister in the Sun.mp3","http://localhost:8000/OhYeah/04%20Blister%20in%20the%20Sun.mp3","OhYeah\04 Blister in the Sun.mp3","http://localhost:8000/OhYeah/04%20Blister%20in%20the%20Sun.mp3","OhYeah","04 Blister in the Sun","Unknown Album","Unknown","","Unknown","152","2.5","2:32","93","3.48","Medium (70-99)","Medium","Short (Under 3 min)","OhYeah","697","False","0","","0","","","True","http://localhost:8000"
"05 Lightning Crashes.mp3","http://localhost:8000/OhYeah/05%20Lightning%20Crashes.mp3","OhYeah\05 Lightning Crashes.mp3","http://localhost:8000/OhYeah/05%20Lightning%20Crashes.mp3","OhYeah","05 Lightning Crashes","Unknown Album","Unknown","","Unknown","325","5.4","5:25","98","7.46","Medium (70-99)","Medium","Long (Over 5 min)","OhYeah","698","False","0","","0","","","True","http://localhost:8000"
"06 Hotel California.mp3","http://localhost:8000/OhYeah/06%20Hotel%20California.mp3","OhYeah\06 Hotel California.mp3","http://localhost:8000/OhYeah/06%20Hotel%20California.mp3","OhYeah","06 Hotel California","Unknown Album","Unknown","","Unknown","431","7.2","7:11","97","6.59","Medium (70-99)","Medium","Long (Over 5 min)","OhYeah","699","False","0","","0","","","True","http://localhost:8000"
